source_id	teff_gspphot	logg_gspphot	mh_gspphot	azero_gspphot	teff_gspspec	logg_gspspec	mh_gspspec
4383121263530557440					8198.0	4.63	-0.3
4385737998122426112							
4414272455167766016	6174.187	3.7396	-0.5781	0.5424	6053.0	3.8	-0.05
4545921689647101056					4426.0	1.99	0.2
4855440844294271488	5856.0444	4.2521	-0.2988	0.0005	5946.0	4.17	-0.02
5032989500911228928					3085.0	3.8	-0.23
5256727094857461888							
5335305922392922624	6533.1533	3.4672	0.0797	0.1953			
5366413859419455872	5028.8916	2.853	-0.0167	0.0688	4972.0	2.45	0.1
5436572115838125312	6527.263	3.9986	-0.2719	0.0023	6760.0	4.31	-0.1
5823959336830903680	6394.508	3.9111	-0.9192	0.2294	6463.0	4.07	-0.38
5882403052837515136							
5882650855209498240					4808.0	1.88	-0.03
5951753099441918720					4184.0	1.22	-0.16
5962907301274354944					4942.0	2.49	0.04
6045698156014392960	5774.2437	3.5632	-0.4265	0.4606	6187.0	3.97	0.14
6072534864046270464					4317.0	1.05	-0.47
6139432209471810944	7393.0522	4.155	-0.3552	0.0899			
6299170392624913920	6307.3115	3.7841	-0.6923	0.1952	6336.0	3.92	-0.37
6349406391704083584							
6363270924093003904	6689.8384	4.163	-0.4827	0.0004	6760.0	4.35	-0.03
6470141152210126336	6035.6367	4.3608	-0.2715	0.0011	6107.0	4.82	-0.07
6546460968711810944					4146.0	0.95	-0.66
6546540614585370880					4495.0	1.64	-0.14
6575870190336596096	6176.594	3.7915	-0.479	0.0227	6227.0	3.88	-0.18
6650357258399247104	9214.329	3.5498	0.0199	0.3611			
6681378913821263104	6300.466	3.8604	-0.1771	0.0638	6498.0	4.16	-0.06
6834008513783398272					4575.0	2.15	-0.07
443333641060089856					4432.0	1.21	-0.11
704719406456701952	5018.665	2.7004	-0.204	0.2139	4832.0	2.16	-0.34
747389111970828928					6511.0	4.05	-0.54
782132481113557888	6711.2764	4.19	-0.141	0.0014	6727.0	4.27	-0.24
851121235119808000					4564.0	1.87	-0.25
884784943971167104	4965.9736	3.0704	-0.1001	0.1175	4876.0	2.66	-0.11
1081705900253839232					4613.0	2.3	-0.07
1466525727206437888							
1751960560686388096	7274.5464	3.9556	-0.4933	0.2599	7185.0	3.94	-0.63
1801840489801541248	4736.5903	2.5006	0.0226	0.4825	4546.0	1.95	-0.18
1801859726951654528							
1806682223616842880	8635.787	4.1163	-0.0157	0.435			
1820732672249854336	10439.2	3.9906	0.0654	0.3968			
1828163279239993600	6602.278	4.126	-0.1619	0.1224	6526.0	4.02	-0.47
1831223288793277824	4963.327	3.6688	0.0684	0.0856	4951.0	3.45	0.01
1908368593700046720	18520.674	3.7733	0.0926	0.1373	8074.0	5.13	-4.96
1976630982838858880	9998.314	4.0591	-1.4028	0.0444			
2022859816138257408							
2028175160234469248	15013.772	3.6935	-0.2113	1.5174			
2033017997906241792	4730.7354	2.5785	0.1561	0.5289	4506.0	1.85	-0.1
2034271196295506176	6963.84	3.9044	-0.2965	0.1777			
2036452872203505152					4609.0	1.96	-0.19
2057683440983088640	15005.5	3.7532	0.1139	1.5737			
2097628290404496768					3953.0	0.95	-0.22
2135358268128628224	14315.249	3.7101	-0.9877	0.0787			
2168447456399933056							
3107889913654608256							
3113987117947352832	4850.348	2.2434	-0.5934	0.1101	4899.0	2.18	-0.27
3132022922574152704					4981.0	2.5	0.0
3210653981234192768	7221.8115	3.9322	-0.5138	0.1327			
3349173204880392192	6555.1797	3.868	-0.3622	0.0835	6503.0	3.99	-0.35
3361271161385306368	4823.8306	2.5584	-0.2555	0.0691	4795.0	2.15	-0.21
3609105622065058048							
4003047753395211392	6302.981	4.1848	-0.2935	0.0003	6256.0	4.01	-0.23
4514194594464410752	6011.1836	4.2549	-0.3763	0.0969	6046.0	4.78	-0.05
4516228141223856000	5517.861	4.3818	-0.774	0.0013	5711.0	4.39	-0.39
4519563269222715264					7700.0	3.83	
4534693820512971136							
4657069155489272576	5938.9155	4.2886	-0.1984	0.0029	6061.0	4.1	-0.03
5342277307149971200							
5342583525460618240	7062.7837	4.0949	-0.3487	0.1426			
5720875517493737728	10012.305	3.7138	0.62	0.2441			
5876050968006596736							
5957477019548015872							
5976536121545407616					7725.0	4.36	
6008493809271269376							
6130512142217430144	10412.929	4.2405	-0.5857	0.5905			
6239672451194249856	5369.817	3.3248	-0.0094	0.649			
6541741997949120512	6078.752	3.7592	-1.5635	0.0002	6125.0	3.86	-0.6
6595426168571620608	5577.437	3.6126	-0.3111	0.0024	5638.0	3.53	-0.07
6639454947771734784	5427.178	4.1958	-0.1329	0.0137	5692.0	3.96	0.28
6655493141633633408							
6662104028311682048					8000.0	4.94	-3.75
200158536993334528	15428.526	4.0524	-1.2982	1.0157			
225351131526761472	5690.7046	4.0585	-0.6585	0.5687	5718.0	3.81	-0.2
250978685985299968					4585.0	1.69	-0.24
902235847068290688	5724.7114	3.9038	-0.1913	0.0097	5903.0	3.96	0.01
1126961558335095936					4665.0	1.91	-0.17
1159942852718669056	5072.8853	3.5536	-0.0673	0.0717	5274.0	3.64	0.07
1370530665520118144					3609.0	4.18	-0.16
1839258073079088640					4320.0	1.85	0.28
1856235490387188096	7623.8022	3.781	-0.3681	0.1478	7829.0	4.28	-0.14
2009385816485947648					3860.0	0.49	-0.37
2032080419383904512					8125.0	4.69	-2.31
2053872503633381760	6206.553	4.1724	-0.5132	0.0007			
2082212862512619392	5600.8394	4.3379	-0.2182	0.0313	5715.0	4.05	0.02
2439031014510155136	6335.5737	4.119	-0.3637	0.0021	6473.0	4.15	-0.14
3101443953715587072	9257.279	4.2295	-0.2125	0.315			
3102961971258376576					8289.0	4.42	
3105397355152770560	4919.1196	2.6883	-0.1365	0.6057	4850.0	2.1	-0.14
3304661155960130560					4675.0	2.04	-0.26
3305319836440415616					4901.0	2.3	-0.06
3340059112480146688	5017.1255	3.4528	-0.0887	0.1264	5025.0	3.21	-0.15
3341200508629124992	5779.6416	3.6404	-0.2395	0.0006	6304.0	3.97	0.08
3395928218865042176					5469.0	2.99	0.23
3483892585060553728					4653.0	2.1	-0.21
3513590256686230656	5751.3325	4.4016	-0.3499	0.1758	5609.0	4.33	-0.28
3902403166272850944	4986.257	2.7934	0.057	0.2945	4718.0	2.06	-0.2
4036282004269679232	5525.218	4.167	-0.4825	0.048	5853.0	3.89	0.16
4039055453615579392					4250.0	1.5	-0.27
4047846216501834752	5903.97	3.9284	-0.4245	0.3599	5464.0	3.71	-0.47
4080495565760136192							
4184980747005016704	7235.8164	4.0747	-0.7915	0.4398			
4192594006021752960	5624.667	2.9711	-0.0041	0.8055	4828.0	2.04	-0.71
4259597729256792832	4988.617	2.7139	-0.0681	0.5181	4731.0	2.04	-0.23
4321746966846526336					8295.0		
4394537969499768960					5241.0	3.19	-0.35
4528471512405949312					4578.0	1.94	-0.11
4650816954383605376	6814.1465	3.957	-0.003	0.2189			
4662070558983676416	4462.724	2.0087	-0.4235	0.1093	4617.0	2.03	-0.15
4683485399032417408	7204.092	3.8793	-0.3585	0.0004			
4790146174480931968	5915.03	4.3277	-0.1045	0.0505	6006.0	4.26	-0.02
5240313653999276800					4946.0	2.48	0.15
5260402590396697600	6074.852	4.0381	-0.4694	0.0082	6332.0	4.13	-0.24
5334787610102510592	5988.394	3.7705	0.1267	0.4265			
5530147049359673984							
5538202518218807680	7435.415	3.6398	-0.4596	0.0365			
5631388568207695360	9895.465	3.9977	-1.3108	0.4037			
5823490669992349440	6225.6294	3.9505	-0.1675	0.0793	6504.0	4.22	0.13
5882264033297689344	7064.637	3.8553	-0.5268	0.0139			
5952792790768849536							
5963087758612217984	6101.976	3.4356	-0.352	0.0117			
5972644988600583936	7725.6567	3.878	-1.4998	0.5286			
5975067247042431232							
6450299365375851392					4250.0	1.5	-0.54
6560952085290655616	4820.1772	2.8259	-0.0609	0.2511	4637.0	2.18	-0.18
6607753313121760768					4306.0	1.34	-0.26
6873418717079817600	6345.933	4.1778	-0.5433	0.0005	6275.0	4.02	-0.33
50868531799454720	5286.6	4.3429	-0.0592	0.0741			
182469559567072128	9121.987	3.6483	0.188	1.0504			
468904330156317440	5547.2217	2.7492	0.0442	1.06	4934.0	2.49	-0.08
594989348593414016	6126.3613	4.2159	-0.3836	0.0	6241.0	4.2	-0.06
851048048876628608	5930.451	4.251	-0.4611	0.0244	5973.0	4.09	-0.4
1334723935490612864	5100.167	3.4745	0.0487	0.0305	5318.0	3.84	0.31
1796703846348321024	6001.6177	4.0122	-0.3066	0.0274	6195.0	4.11	-0.12
1856699797843739520	5027.989	3.2154	-0.1	0.297	4839.0	2.73	-0.29
2056649114089286656							
2663025241307454848	4554.4336	2.115	-0.4467	0.166	5150.0	4.15	0.17
3112637772362592640					5832.0	3.45	-0.39
3114765366021631360							
3132106313657455872					4608.0	2.02	0.07
3222674014146133888							
3292080376412325120	10961.025	3.6569	-0.5912	0.3887	8281.0	3.97	-2.49
3337941418724791552	6572.0464	3.9684	-0.8193	0.2982	6701.0	4.13	-0.31
3344332119606188672	6988.8027	2.7684	-1.4355	0.4414			
3371313207239973376							
3381189128055254016					6228.0	4.18	-0.3
3383325891465729152					4211.0	1.26	-0.23
3450995094079547776							
3901718342327494400					5119.0	2.99	-0.02
3979950759306604288	4795.3647	2.5491	0.1696	0.453	4391.0	1.87	-0.12
4038195601137826560					8000.0	4.5	-5.0
4103813699182709248	11769.16	3.8841	-1.1348	0.9715			
4122409464434770176	5003.5103	2.4578	-0.1845	0.8856	4538.0	1.57	-0.54
4354149097778482688					4573.0	1.9	-0.24
4507572957471959424	8157.8335	4.1962	-0.6727	0.7325			
4524845460500517888	5567.348	4.1637	-0.1745	0.1878	5798.0	4.05	0.2
5078187846949837952					3916.0	0.94	-0.25
5246274415752996736							
5304463010629034240					4649.0	1.38	-0.17
5335790330334188032	4818.9155	2.7451	-0.0765	0.296	4597.0	2.11	-0.17
5342313286119692416							
5409224856488337152							
5436690725655100288					4598.0	1.79	-1.1
5746824674801810816	4462.219	4.5808	0.0619	0.0	4672.0	5.0	-0.11
5903485501025814912					4004.0	0.8	-0.31
5940527360630321920	7900.165	3.4684	-0.0053	0.7111	7272.0	3.72	-0.27
6004132836919539456	9465.371	4.0014	-1.2463	0.1533	7817.0	4.39	-2.88
6035668617096371072					4815.0	2.05	-0.52
6076484996999618432					6129.0	3.86	-0.11
6077973598299049856					4061.0	0.65	-0.51
6091310880499591168	7458.1084	4.109	-0.2848	0.4741			
6100277947576330496	4901.872	4.5008	-0.0177	0.0	4936.0	4.02	0.01
6329319276335440000							
6507855844151094272	4844.7915	2.273	-0.4793	0.06	4816.0	2.16	-0.3
6653395827503609088							
6760364427580400128							
6829682446628800256					5796.0	3.87	-0.4
6860163180993144320	4486.123	1.7578	0.0068	1.0908	4050.0	1.14	-0.31
175670763773381632	5035.516	2.7138	-0.1713	0.7527	4775.0	2.09	-0.39
305684028027060224	5088.0244	3.3884	-0.4087	0.1035	5200.0	3.41	-0.33
972694819918307200	6128.534	3.9854	-0.514	0.0006	6028.0	3.71	-0.26
1115030895101568896	7206.3066	4.1494	-0.6613	0.0032			
1757090057306221184	6340.859	3.6113	-0.9119	0.0875			
1816133041452078976					3821.0	0.32	-0.56
1934838000405631360					4573.0	1.85	-0.12
1984218545082555648	5855.694	4.0416	-0.141	0.2334	5762.0	3.87	0.16
2082023505993503360	7510.346	3.8029	0.5774	0.1783			
2087827789209566720					4250.0	1.5	-3.03
2153647480123357184	4610.4316	2.364	-0.2022	0.0017	4632.0	1.95	-0.13
2823631557613347584	4759.6094	2.4387	-0.5609	0.0434	4980.0	2.53	-0.13
3050255953671089280	6002.132	4.1161	-0.1518	0.0019			
3130313731745733248	6062.2393	4.3104	-0.2301	0.036	6145.0	4.77	-0.05
3351407756106665856	10426.886	3.9507	-0.9905	0.1012			
3374572198360317952					3111.0	4.88	
3398581374783365120	10278.337	3.6097	-0.4074	0.595			
3430559158649577728	4852.1484	2.6023	0.2379	0.6794	4523.0	1.9	-0.04
3450703586057811968					8423.0	3.8	-3.0
4040957368242304384	4792.7964	2.5631	0.0269	0.8638			
4055884784685454208							
4067359936555883776	5518.1577	2.7	-0.0976	0.9072			
4260196447678150656							
4298055862837777152	7953.097	4.1618	-0.3329	0.0001	7398.0	4.24	-1.08
4304495565008324352					6398.0	3.83	-0.23
4308257200468957568							
4316795732869963520	7962.171	4.0757	-0.447	0.3204			
4389318317225055872							
4450427970904213504	6611.0044	4.1082	-0.1715	0.0194			
4879277466111065984	4882.235	2.8292	-0.0784	0.2981	4641.0	2.17	-0.22
5188082728474174976	6609.295	4.1302	-0.2859	0.1638	6464.0	4.26	-0.55
5231535836027577088	7991.8135	4.0667	-0.2846	0.5647			
5249995506699780480	7802.15	4.0888	-0.7319	0.466			
5254848304380135680							
5345859967033761536	7750.2183	4.0596	-0.3121	0.0141			
5350641708734155776	12358.239	4.0039	-1.4628	0.2704	8045.0	4.53	
5354405233949952640	7094.4976	3.9107	-0.2369	0.1473			
5579770998409700864					4299.0	1.38	-0.14
5607161860284271488	6124.848	4.0722	-0.2538	0.0004	6218.0	4.07	-0.08
5632824977069614720							
5950044114759757952							
5955238546961876224					6132.0	4.18	0.16
5964813540886867968	6822.347	4.0357	-0.5166	0.6959	6913.0	4.39	-0.05
5965407758204086656	7923.8115	3.8397	-0.265	0.6729			
5967957426916135936							
5968741958494013696	6605.2144	4.1102	-1.0735	0.9284	6619.0	4.41	-0.61
6091794803057290496					4013.0	1.06	-0.48
6316350296169495552							
6337154464915375104	5710.245	4.0937	-0.8698	0.0025	6094.0	4.06	-0.31
6424112812333538048					6139.0	3.87	-0.41
6448752696112624128	6087.318	4.1243	-0.1384	0.0005	6155.0	3.99	-0.01
6478461500294348544	7208.135	4.0411	0.1545	0.0297	6519.0	3.46	-0.56
6854965411571898240					3824.0	4.91	-0.44
187576378760227200	5607.346	4.3091	-0.3063	0.005	5705.0	4.26	-0.14
201941498176683392	4919.8164	2.3068	-0.1302	0.5559	4798.0	2.2	-0.04
202863026359934848	5762.0083	4.3354	-0.2832	0.1479	6011.0	4.35	-0.08
217631254225073024	7136.4814	4.1579	-0.3512	0.6419			
332409925884477568	10958.138	3.9639	-1.0299	0.003			
557576300795611648	10942.616	3.9266	-1.1373	0.091			
643224064709933056	7601.7275	2.3686	-1.7419	0.081			
1594864778848695424	6138.8413	4.0366	-0.4721	0.0004	6097.0	4.08	-0.52
1856512704756332032	4768.0825	2.2321	0.1191	0.5343	4484.0	1.55	-0.17
1977647519998769664	7399.8086	4.0947	-0.9301	0.184	7674.0	4.62	-0.49
2055564755103622016	5949.72	3.8384	-0.1219	0.1203	5776.0	3.47	-0.16
2059073159271061632	20455.117	3.4395	0.2873	1.1871			
2732601856077408896	5124.3843	3.319	-0.4896	0.0064	5454.0	3.86	0.0
3112149765298307584	9997.749	3.8773	-0.9771	0.0984			
3223749920634090112	6202.493	4.2816	-0.231	0.0357	5718.0	4.86	-0.8
3234958754485557248							
3363374737583198848	10801.83	3.3653	0.0796	0.1312	8020.0	4.19	-3.28
3414395684883388800	7081.703	3.4393	-0.384	1.6979			
3424512016494632960							
3427745233514986496					4021.0	0.75	-0.45
4037562243729106048	10811.892	4.1775	0.7981	0.2137	7990.0	4.5	-0.21
4064315393177214848							
4089972114739248256							
4252205265964622720							
4625495029775797760					5432.0	3.33	0.12
4658959456480645376					5194.0	2.69	-0.8
4914092093054927488					4573.0	1.93	0.02
4938019733818275584					3923.0	0.69	-0.36
5062248329965695488	5665.052	4.3884	-0.2068	0.0131	5691.0	4.35	-0.14
5130732064531557376	5149.248	3.5069	-0.3367	0.0554	5220.0	3.41	0.01
5199411237296792320							
5227204417353518592					4832.0	2.24	0.07
5254194507274022784	10231.015	4.0943	0.1092	0.1808			
5369110205533774848					4564.0	1.93	-0.13
5374619033661291392	5895.1963	3.4707	-0.4816	0.0174	6183.0	3.79	-0.33
5826626374085473408	4773.85	2.5239	-0.0915	0.4496	4659.0	1.94	-0.1
5843605681144475648	9370.097	3.8604	0.0123	0.7385			
5867698184272597376							
5868202653912963456							
5939590026923893120	9678.125	4.1774	0.7828	1.0628			
5968365994238061568	7795.595	4.0284	-0.655	0.3678			
5998144892288231808							
6024605155006009856	7036.0654	3.3598	-0.2316	0.5678			
6033137575739342336	6151.0938	4.2458	-0.3146	0.0003	6208.0	4.14	-0.13
6079323317537098240	7193.0264	4.1624	-0.6011	0.0833			
6120700345265343872	4791.026	2.3556	0.1241	0.6094	4307.0	1.35	-0.42
6166532009999791488					4928.0	2.43	-0.17
6192767731827249920	6753.3354	4.1276	-0.4983	0.0799	6985.0	4.4	-0.17
6283023033578752896	5040.2124	3.0826	-0.1134	0.2224	5151.0	3.36	0.15
6366329009527483264					4621.0	2.16	-0.27
6467743254790982656							
6529294190589217792					4233.0	1.51	-0.3
6576732447971176320	5708.236	4.4272	-0.2896	0.0003	5749.0	4.2	-0.23
6772183279900368000	4493.187	1.9058	-0.0407	0.8394	4170.0	1.09	-0.41
6786241399346295680	4885.2	2.7222	-0.0944	0.3071	4640.0	1.98	-0.3
6835196909758448000	8272.356	4.3239	-0.3246	0.1396	7488.0	4.34	-0.42
6903829391933562496	5911.647	4.1728	-0.6583	0.0096	6148.0	4.07	-0.3
66031690501143680					4392.0	1.47	-0.32
159929601257111680					4449.0	1.04	-0.27
180249984889603840	6517.635	3.4663	-0.0756	0.5979			
259403075358028928	9318.398	3.6363	0.2421	0.5905			
434490715712928896					4978.0	2.39	-0.4
445519092220244096							
847432098730431872					5994.0	3.9	0.09
906284420679326464	9801.03	3.5669	-0.3107	0.2913			
1206055339596669824	7566.7495	3.8528	-0.7052	0.0545			
1422906520384330240	6095.34	4.0129	-0.0871	0.0007	6252.0	4.05	0.11
1808839907804343552	4711.4424	2.5798	-0.222	0.0018			
1830756305584578816							
1869145096934575744	9643.413	3.4919	0.0596	0.2536			
2033763260637103232	9146.452	3.9168	-0.3457	0.2825			
2046691421391611648					3788.0	0.59	-0.48
2053764717141742976	10174.231	4.3738	-0.0262	0.5369	7050.0	3.6	-1.45
2055173122824760832	7878.285	4.1749	-0.5415	0.4867			
2070288487108338560							
2073122405304665856	7287.169	4.0677	-0.4201	0.1736			
2150221608048964864	5153.2666	4.534	-0.2664	0.0004	5211.0	4.32	-0.29
2493719176687468800	4467.2515	2.0476	-0.3596	0.0011	4541.0	1.84	-0.19
2943453723470330752							
3112043559347217920							
3158833448463248768	5571.109	2.9117	-0.4278	0.4349	5173.0	2.92	0.0
3213902076020891008	6139.576	3.8675	-0.6312	0.0491			
3218285244764545920	9176.056	4.3288	0.1224	0.3485			
3273765914308145792	6083.2754	3.7184	-0.3868	0.0284	6171.0	3.83	-0.1
3333864463968262656							
3348673854803717248	15080.617	3.6949	0.0064	0.9013			
3358113677524129024	5709.7715	3.9696	-0.1567	0.0014	5667.0	4.42	-0.54
3416800793555147776	8601.905	3.2764	-1.2581	0.645			
4095308873632903168							
4230091883714902400					4244.0	1.46	-0.28
4234177776302302592	9976.269	4.1217	-1.0191	1.4784			
4316278996795711616							
4325698066179189120	6054.3237	4.212	-0.6644	0.0918	5958.0	4.49	-0.2
4351456011547825536					5442.0	4.14	-0.33
4507445242323881472	4846.84	2.6965	0.0924	0.7154	4642.0	1.9	-0.11
4576196639246534528	4866.0996	2.6283	-0.302	0.1431	5015.0	2.71	-0.01
4586017442741462656	6651.0146	4.1917	-0.1921	0.2223			
4810574963086119168	6170.453	4.1144	-0.5004	0.0016	6498.0	4.06	-0.19
4853948807015508864					4674.0	2.0	-0.14
4864852320230775552	8584.243	4.1599	0.1498	0.332			
4908926651850642176							
5667327548867975168	6661.992	3.8991	-0.7405	0.0007			
5890540332172962560	6657.8823	4.0554	-0.455	0.1322			
5943721957303209344					4679.0	2.02	0.05
5958700810365873408	6707.5635	4.1154	-0.4681	0.0242	6372.0	3.95	-0.92
5994671161428775296							
6115372730392423168	5682.9062	4.3947	-0.3345	0.0005	5723.0	4.18	-0.12
6130842240524472832	7433.8887	4.0877	-0.1089	0.2425			
6189478577152600960	5387.232	4.3585	-0.6937	0.0071	5568.0	4.3	-0.2
6199797493784025728					4250.0	1.5	-0.74
6258806977174880000					4982.0	2.58	-0.05
6530679094203620992					4623.0	2.02	-0.1
6665685343840128384					4030.0	4.69	-0.22
6674900380855853696	5030.8633	1.3587	-1.5024	2.9433	3790.0	0.65	-0.46
6698883894851065728	4932.803	2.6827	0.0792	0.3547	4648.0	2.06	0.04
6701524990504304512	6210.8003	4.2695	-0.2088	0.0012	6414.0	4.28	0.04
6897923567086735744	6095.668	4.2847	-0.1691	0.0011	6153.0	4.17	-0.05
166906694028157312	5062.7666	4.5791	0.4364	0.0849	5143.0	4.35	0.3
216349223666142208					4794.0	2.47	-0.24
461021622055922432	9726.307	4.0931	-1.3618	0.6572	7802.0	4.38	-1.75
574952638964477696	5929.722	4.1259	-0.3761	0.0463	6000.0	4.21	0.09
1004217165451345920	9836.461	3.814	-0.8176	0.4356			
1300819601094274560	10235.621	4.3066	-0.6183	0.4114	8029.0		
1785352625740690432	5398.0522	2.8424	-0.1266	0.0002			
1813543313604545280	4529.5938	2.1063	-0.3515	0.0775	4685.0	2.05	-0.11
1814165499749022464							
1855914574738930816					4574.0	2.09	0.03
2055056849465586560	5755.129	3.72	-1.1813	0.0116	6042.0	3.94	-0.09
2055866777210826112	11578.6455	3.5972	0.0406	1.2923			
2057152621692294016	5797.781	4.3829	0.1234	0.1183	5821.0	4.31	0.2
2060653294926066816					7806.0	4.45	-0.61
2241572779298040960	6818.547	3.9714	-0.395	0.0009	6819.0	3.97	-0.46
2378285024300067840	6400.215	3.7653	-0.2861	0.0087	6358.0	3.78	-0.45
2632961466668149888					4290.0	1.44	-0.27
2956515268772234240	11088.486	4.0751	0.796	0.8776	7507.0	3.9	-0.9
3102370124763643136	6224.8774	4.1466	-0.2516	0.0052	6259.0	4.0	-0.11
3114093972435794688	9001.98	4.0006	-0.251	0.3136			
3171158595851245568	6466.655	4.1921	-0.5051	0.0008	6510.0	4.24	-0.32
3342074208056337408	6082.0166	3.7866	-0.4664	0.0542	6273.0	3.86	-0.12
3351083846851995648					3766.0	0.34	-0.64
3425429215348089600	7607.9897	3.3839	-0.0154	0.9118			
3434939338094495360					6754.0	3.03	-0.73
3446149026641396224	7271.831	3.7987	-0.3066	0.6574			
3463912362839043200	8295.937	3.9765	-0.4897	0.1615			
3521099886744153984	5813.4106	4.2511	-0.6295	0.0019			
4066377527310758272							
4097576994301735808							
4154322445814083840					4772.0	1.84	0.0
4193014156901786240					4068.0	0.83	-0.62
4217775326257752832	6235.0386	3.9158	-0.2646	0.0462	6190.0	3.82	-0.19
4305304285857488000					7718.0	3.87	0.18
4455624400297843328	6900.2725	4.1696	-0.8728	0.0012			
4530058451281157888					5973.0	5.84	-0.08
4810310427460435072	4840.2505	2.5141	-0.25	0.0483	4749.0	2.1	-0.35
4811623072545286016	6304.3203	4.2011	-0.4613	0.0016	6522.0	4.32	-0.21
5081269125207786880							
5337090223605964032							
5370483255035398144							
5511075092454787840	5283.9453	3.3037	-0.0714	0.2676	5129.0	3.12	-0.26
5798898821119787648	7474.594	3.9862	-0.7828	0.2193			
5990294314865348352	4823.9497	2.5469	-0.0398	1.647	4606.0	1.92	-0.24
6213395154082598016	6096.8994	4.2261	-0.391	0.0178	6404.0	4.69	-0.15
6368857130356662656	5014.383	2.6595	-0.092	0.3644	4823.0	2.11	-0.12
6579779744447459584	4857.564	2.6922	-0.5039	0.0496	4938.0	2.67	-0.22
6646783433288857600	7245.1094	4.0869	-0.5816	0.0028			
6692181787364892288					4440.0	1.52	-0.64
6705911629587176448	6596.38	3.9127	-0.5926	0.2868			
6840837717942233088					4810.0	2.08	-0.26
6840932997496801408	8798.587	3.8807	-0.071	0.2534	7300.0	3.6	-1.25
67539808136361600	4385.6846	1.711	0.0682	1.0844	4056.0	0.86	-0.41
177623152829810944	4948.6133	2.8205	-0.0768	1.116	4794.0	1.95	-0.11
178464588460030592							
380795549971142656	9809.815	4.189	0.7105	0.5821			
641563802151979264	6070.795	4.0353	-0.4052	0.0004	6110.0	3.85	-0.17
677621667509438336							
771604691637266176							
1264132815085151488					6192.0	4.12	-0.05
1492477397077761408					4897.0	2.26	-0.1
1566320975956004480	5010.176	3.3479	-0.1172	0.132	5084.0	3.91	0.13
1612825743669068672	4969.32	4.6453	-0.3254	0.1402			
1734660294978276224	4829.7183	2.5875	-0.2482	0.0385	5065.0	3.06	0.21
1837821561137671296	7717.4497	4.1835	-0.2826	0.1078	8000.0	4.94	-0.04
1855938450448988928	5879.708	4.0579	-0.1723	0.0791	6019.0	4.04	-0.07
1857759864484721664	6587.011	4.0137	-0.1759	0.1294	6635.0	4.1	-0.19
1940294219482530560	7116.732	3.7928	-0.5017	0.1654			
2059079653284766848	6680.0874	3.4516	-0.6402	0.2804			
2062102416886754816					6981.0	4.06	-0.28
2162756379908458624	7412.954	4.1003	-0.1528	0.0644			
2642354388346964736	6017.5264	4.2308	-0.1831	0.1496	5769.0	4.4	-0.32
2883749623604920448	5715.6016	4.3992	-0.1435	0.0013	5499.0	3.87	-0.2
3128761942882337792	9337.663	3.8268	-0.1182	0.543			
3131070608064387840					4192.0	1.12	-0.37
3369889786358803584							
3371938146457958528	6006.539	3.422	-0.2139	0.2323	6317.0	4.05	0.23
3375613710751327616	5761.698	4.2433	-0.304	0.025	5672.0	3.57	-0.35
3409150773901201536	5934.5156	4.1775	-0.3971	0.2755	5746.0	4.12	-0.02
3436173471176006784	6821.052	4.1709	-0.1145	0.2541	6659.0	4.04	-0.29
3464832138675486464	5863.9326	4.3618	-0.1978	0.0153	5868.0	5.03	-0.22
3725447524380136064	6209.28	3.9411	-0.4814	0.0125	6271.0	3.96	-0.22
4041074363131797760	10853.699	3.6566	-0.5253	1.0132			
4054216344551854336							
4081882427891669120	9620.411	3.9215	-0.9986	0.5236			
4258794329822269312	5165.1597	2.279	-0.3575	1.7564	4987.0	2.33	-0.14
4294792306183416960					4874.0	2.31	0.02
4308473769893586944					4434.0	1.58	-0.14
4314390997908033792	5579.9116	4.3903	-0.1081	0.1536	5526.0	4.07	-0.09
4369037653456828416					7728.0	3.85	-0.31
4391578741327909632					4269.0	1.4	-0.21
4548267738224232448					3239.0	3.98	-0.75
4671271787648384384	10212.698	4.1492	0.7696	0.5832			
4766376347995853056	6932.467	3.6217	-0.1255	0.1127			
4877572634675517952	5121.6196	2.8664	-0.1861	0.2795	4760.0	1.92	-0.52
5053035242856829952	6179.128	3.8765	-0.2267	0.0078	6197.0	3.91	-0.02
5235798406399267584							
5254993538648690304	7346.932	3.8517	-0.7791	0.2633			
5325010409053933440					4521.0	1.87	-0.05
5334743384757149952	5975.5474	4.121	-0.2788	0.0049	6224.0	4.18	-0.03
5747515133744145792							
5799817566168792576					7962.0	4.72	
5812348906331516416					3738.0	0.48	-0.68
5902750168276592256	5620.91	4.3504	-0.6025	0.0	5679.0	4.13	-0.38
5935528083042380288					4250.0	1.5	-0.24
5943581288495078656	6855.1904	3.6668	-0.4785	0.6394			
5962560538482314112	6114.2485	4.2035	-0.8615	0.0317	6010.0	3.93	-0.77
5975836630290192896	5519.727	3.021	-0.8521	0.1376			
6093872261553962496					4918.0	2.32	-0.11
6101871380441363968	6226.1763	4.2199	-0.2034	0.0048	6455.0	4.47	0.01
6149756348779260800					4429.0	1.26	-0.68
6361207312566147968	6175.3467	4.1378	-0.5958	0.0007	6200.0	4.09	-0.5
6457749931042968064							
6458952345790198144	6264.7754	4.0744	-0.654	0.0001	6281.0	4.05	-0.31
6504774806411682304	6680.5566	3.8875	-0.4824	0.001			
6601132054099267456	4809.4673	2.549	-0.0662	0.222	4626.0	2.09	-0.15
